309.023,840.78
75.8962,30.946
1736.61,293.843
43.269,94.3484
1626.04,665.677
1488.28,343.33
1579.09,111.798
1509.74,92.9023
1653.64,920.957
466.078,202.708
1693.34,609.89
1008.75,63.306
774.984,863.757
1671.24,400.402
1299.88,395.55
1598.67,347.379
305.456,451.979
1388.88,928.348
1348.24,622.005
1303.04,242.684
793.402,1039.7
976.886,917.39
1022.08,220.832
1889.69,376.14
560.802,412.292
1394.9,286.709
231.08,217.04
645.352,470.264
231.431,62.8882
1804.61,998.37
427.019,277.711
1549.97,927.031
1750.17,490.894
325.863,546.038
1827.01,131.336
1782.22,857.426
1894.19,317.558
779.778,843.673
876.198,591.895
1456.82,981.339
1351.57,271.83
512.036,924.589
1362.27,1029.22
189.214,867.645
627.109,463.258
1447,828.408
860.879,656.454
1563.42,1044.23
20.1143,418.944
305.807,881.238
413.453,475.63
596.236,501.242
1757.42,831.718
139.689,581.097
1031.56,616.414
179.917,117.486
869.708,701.379
1027,247.15
441.403,438.868
941.219,426.881
1215.86,399.213
589.511,168.387
1563.47,347.412
919.233,43.1252
1090.2,125.359
496.542,410.3
156.119,50.9983
1231.41,7.32678
145.887,77.4454
1712.05,226.584
1438.11,640.226
482.45,369.97
809.19,224.559
1897.93,235.196

