183.601,138.309
537.238,149.717
1729.83,277.807
1357.65,970.349
1437.18,37.7265
1617.21,1035.1
1331.87,223.852
147.699,629.396
189.974,723.938
567.526,940.785
1338.24,413.835
1496.23,317.655
1702.52,602.821
20.0558,269.87
484.613,337.032
1283.22,316.851
1660.07,836.249
1214.22,273.855
778.317,11.4079
406.027,665.195
1149.14,657.097
830.473,901.516
81.568,629.396
1254.51,651.28
1755.03,186.897
518.351,885.191
1219.95,70.2793
1551.31,545.974
1857.24,225.941
377.376,64.9449
1212.29,127.287
885.846,306.568
1786.02,69.1867
1299.77,791.068
858.189,177.192
781.299,518.82
596.879,718.796
