1841.92,365.664
98.2324,532.606
932.916,922.66
211.375,528.749
1232.99,1023.02
235.875,616.253
1871.85,401.27
364.337,969.738
168.457,535.401
1885.24,359.912
820.825,682.805
321.126,754.337
611.321,589.967
1532.37,378.518
1615.81,431.959
1211.07,805.207
1484.3,647.103
1351.75,463.837
371.12,646.364
290.663,138.084
1820.75,116.489
1160.6,214.051
1203.99,843.351
261.368,505.741
322.998,138.052
192.43,320.964
1542.66,117.421
1583.47,117.004
908.358,756.137
1026.59,303.837
666.168,961.158
776.855,649.866
1250.59,857.94
344.983,59.8997
819.481,55.7542
457.658,180.663
