0,1166,264
0,1167,264
0,1167,265
0,1168,265
0,1168,266
0,1169,266
0,1169,267
0,1170,267
0,1170,268
0,1170,269
0,1169,270
0,1168,272
0,1164,275
0,1158,278
0,1155,280
0,1142,283
0,1130,286
0,1121,287
0,1107,289
0,1082,290
0,1064,290
0,1043,290
0,1030,290
0,1013,290
0,1005,290
0,989,290
0,975,290
0,958,290
0,946,290
0,932,290
0,922,290
0,902,290
0,887,290
0,866,290
0,851,290
0,831,290
0,819,290
0,799,290
0,785,290
0,769,290
0,758,290
0,750,290
0,744,290
0,738,290
0,731,291
0,728,291
0,726,291
0,724,291
0,722,291
0,718,291
0,717,291
0,714,291
0,712,291
0,710,291
0,707,291
0,704,291
0,701,291
0,698,291
0,693,290
0,690,289
0,686,289
0,685,289
0,682,288
0,681,288
0,679,288
0,678,288
0,677,288
0,675,288
0,674,288
0,673,288
0,672,288
0,671,289
0,670,289
0,669,290
0,667,291
0,665,291
0,664,292
0,663,293
0,662,293
1,662,294
1,662,295
1,661,296
1,661,297
1,661,298
1,662,300
1,664,303
1,664,304
1,667,307
1,670,309
1,674,312
1,682,317
1,689,320
1,699,327
1,704,329
1,717,336
1,739,345
1,755,353
1,778,363
1,792,368
1,816,377
1,834,384
1,860,394
1,878,402
1,903,413
1,918,422
1,943,436
1,960,446
1,983,463
1,992,472
1,1008,487
1,1017,495
1,1025,504
1,1028,509
1,1034,516
1,1038,520
1,1043,528
1,1048,534
1,1052,539
1,1056,542
1,1058,544
1,1060,547
1,1062,549
1,1064,551
1,1066,554
1,1069,559
1,1073,564
1,1077,567
1,1080,569
1,1082,570
1,1083,571
1,1084,573
1,1086,574
1,1088,575
1,1090,577
1,1092,580
1,1093,582
1,1095,586
1,1096,588
1,1098,591
1,1099,593
1,1100,594
1,1101,596
1,1102,598
1,1102,599
1,1103,601
1,1104,602
1,1105,603
1,1106,605
1,1107,605
1,1108,606
1,1108,607
1,1110,609
1,1111,610
1,1112,611
1,1114,612
1,1115,613
1,1116,613
1,1117,614
2,1118,616
2,1119,617
2,1121,619
2,1122,621
2,1124,623
2,1125,625
2,1125,626
2,1125,629
2,1125,631
2,1121,636
2,1117,640
2,1108,650
2,1100,656
2,1086,665
2,1074,672
2,1055,683
2,1042,690
2,1024,702
2,1014,710
2,1004,719
2,999,723
2,995,726
2,993,728
2,990,731
2,988,734
2,985,739
2,982,742
2,977,749
2,974,754
2,969,762
2,965,770
2,962,772
2,958,780
2,951,792
2,947,798
2,942,808
2,939,813
2,936,821
2,932,826
2,929,833
2,925,839
2,925,840
2,922,845
2,920,848
2,917,853
2,916,854
2,914,857
2,914,859
2,912,862
2,912,864
2,912,867
2,911,869
2,911,870
2,911,871
2,911,874
2,911,875
2,911,878
2,911,880
3,911,881
3,911,882
3,911,883
3,911,884
3,911,886
3,911,888
3,910,889
3,909,891
3,908,893
3,908,894
3,907,895
3,906,895
3,905,896
3,904,896
3,901,896
3,891,896
3,882,893
3,869,889
3,863,887
3,854,884
3,850,883
3,843,878
3,835,873
3,826,868
3,821,865
3,814,860
3,810,857
3,797,850
3,784,843
3,761,833
3,747,827
3,728,819
3,717,816
3,709,813
3,694,809
3,678,802
3,654,794
3,640,789
3,624,783
3,611,779
3,583,770
3,562,762
3,553,759
3,532,751
3,504,741
3,486,733
3,464,725
3,451,719
3,430,709
3,420,704
3,412,698
3,408,694
3,403,687
3,398,680
3,386,670
3,375,661
3,358,649
3,349,643
3,329,631
3,316,622
3,293,609
3,276,599
3,253,590
3,242,587
3,228,581
3,220,579
3,210,575
3,204,572
3,197,569
3,193,568
3,188,566
3,184,563
3,175,557
3,167,553
3,159,549
3,157,547
3,156,547
3,155,546
3,153,544
3,152,542
3,151,541
3,150,540
3,150,539
3,150,538
3,149,537
3,148,534
3,147,532
3,147,531
3,146,530
3,146,529
3,146,528
3,146,527
3,146,526
3,146,525
3,146,523
4,148,522
4,148,521
4,150,520
4,154,519
4,159,517
4,162,516
4,168,516
4,171,515
4,175,515
4,178,514
4,180,514
4,183,514
4,185,514
4,186,514
4,189,514
4,195,514
4,201,514
4,210,514
4,220,514
4,234,514
4,242,514
4,257,514
4,268,514
4,287,514
4,297,514
4,316,514
4,330,514
4,352,514
4,371,514
4,402,514
4,420,514
4,456,510
4,480,505
4,514,499
4,539,492
4,576,484
4,595,480
4,630,471
4,655,464
4,691,456
4,715,451
4,747,443
4,767,439
4,804,430
4,830,424
4,841,422
4,865,419
4,888,415
4,899,414
4,922,411
4,957,404
4,978,400
4,1009,391
4,1032,387
4,1063,382
4,1083,382
4,1108,379
4,1120,377
4,1145,372
4,1160,370
4,1177,368
4,1185,367
4,1198,367
4,1207,367
4,1220,367
4,1234,367
4,1253,367
4,1264,367
4,1285,367
4,1301,367
4,1323,366
4,1335,364
4,1342,363
4,1345,363
4,1354,361
4,1363,355
4,1387,340
4,1407,329
4,1434,315
4,1453,306
4,1480,295
4,1494,291
4,1511,286
4,1520,283
4,1527,280
4,1531,278
4,1539,274
4,1543,272
4,1552,270
4,1557,267
4,1565,265
4,1571,263
4,1578,261
4,1584,261
4,1590,259
4,1595,258
4,1603,256
4,1607,254
4,1615,252
4,1618,251
4,1625,249
4,1629,247
4,1635,245
4,1639,243
4,1642,242
4,1645,241
4,1650,239
4,1652,238
4,1656,236
4,1660,235
4,1664,234
4,1668,232
4,1670,232
4,1673,230
4,1675,230
4,1679,229
4,1681,228
4,1685,227
4,1686,226
4,1689,226
4,1691,226
4,1694,226
4,1695,226
4,1700,226
4,1703,226
4,1708,226
4,1711,226
4,1715,226
4,1717,226
4,1721,226
4,1722,226
4,1723,226
4,1724,226
5,1725,226
5,1726,226
5,1728,227
5,1729,227
5,1731,227
5,1732,227
5,1733,227
5,1733,228
5,1734,229
5,1735,233
5,1735,239
5,1733,249
5,1730,257
5,1726,269
5,1723,278
5,1716,289
5,1711,297
5,1703,305
5,1697,312
5,1687,323
5,1682,329
5,1670,342
5,1659,352
5,1642,367
5,1630,377
5,1615,390
5,1603,400
5,1587,412
5,1577,421
5,1564,432
5,1555,441
5,1543,451
5,1530,460
5,1516,470
5,1508,477
5,1504,479
5,1495,487
5,1483,496
5,1476,502
5,1464,511
5,1456,517
