1491.86,308.661
1791.09,763.857
56.7773,268.649
317.637,859.241
1834.28,272.867
1438.77,473.818
569.59,55.8325
1879.92,628.132
446.543,611.323
425.742,260.409
1650.64,610.203
944.414,977.234
1190.27,549.294
1061.19,382.456
877.148,219.573
1100.45,882.378
1885.08,462.942
1676.6,925.983
827.93,206.158
1513.65,979.64
1336.05,820.283
353.555,913.953
391.406,155.237
1253.32,582.649
1801.52,177.286
1770.88,791.18
712.441,838.806
979.805,234.899
1140.12,868.997
292.383,724.241
820.547,794.015
72.1875,77.124
1518.75,795.663
734.355,116.147
216.738,596.953
715.723,509.744
119.766,463.799
